,verbs,freq
442,jmml,3
443,review,6
444,surprised,3
445,missed,12
446,survived,6
447,achieved,77
448,experience,10
449,pcos,25
450,plasma,25
451,correlate,19
452,serum,37
453,findings,28
454,drogenemia,3
455,disappeared,13
456,circulating,24
457,grt,1
458,generated,67
459,pain,41
460,older,18
461,sweold,2
462,hypertrophy,1
463,infer,2
464,overhead,1
465,performed,169
466,annualized,3
467,improved,58
468,alomar,1
469,mhz,1
470,destruction,1
471,infiltrating,10
472,mdsc,1
473,compare,26
474,interesting,33
475,responding,19
476,receptor,14
477,requiring,21
478,agonist,8
479,cigarettes,3
480,china,13
481,examine,8
482,escc,3
483,investigated,54
484,disagrees,19
485,gave,17
486,require,36
487,fox,5
488,arise,22
489,baseline,19
490,delivered,9
491,receives,3
492,gysling,1
493,morphine,2
494,norepinephrine,1
495,modulate,4
496,rewarding,1
497,abused,1
498,mitrano,1
499,regard,18
500,baboon,1
501,alter,15
502,provide,68
503,compelling,9
504,angiotensin,1
505,transforming,6
506,myocardin,1
507,undifferentiated,1
508,dhand,1
509,suggests,183
510,link,20
511,bubser,1
512,koch,1
513,accumulating,4
514,regulated,22
515,pfc,1
516,deceased,11
517,percent,3
518,illiterate,4
519,education,8
520,comparing,84
521,live,27
522,affecting,29
523,disappears,4
524,leave,5
525,received,37
526,training,32
527,rosellini,1
528,relate,21
529,receive,8
530,running,18
531,climbing,2
532,focused,36
533,tracheostomized,4
534,intubated,4
535,nebulized,4
536,deposited,16
537,inhibiting,8
538,mechanism,11
539,treated,124
540,according,213
541,controls,15
542,recycling,35
543,lauber,6
544,manning,9
545,gram,1
546,grazing,3
547,aoa,1
548,temperature,16
549,increasing,191
550,lao,2
551,ordered,4
552,wave,29
553,chop,1
554,confirming,13
555,cell,64
556,believe,33
557,grating,4
558,stemming,2
559,driving,29
560,recording,9
561,appears,158
562,let,3
563,hhg,2
564,recorded,153
565,taking,42
566,solid,4
567,contradiction,15
568,excess,3
569,acknowledged,7
570,photon,3
571,projected,7
572,considering,81
573,reply,3
574,sivis,1
575,gasexposed,3
576,claiming,7
577,ionized,4
578,agree,89
579,ratio,41
580,calculate,2
581,rendering,4
582,tan,2
583,rhesus,1
584,rowlett,1
585,mediate,11
586,reinforcing,1
587,potency,1
588,compound,3
589,triazolam,1
590,implanted,2
591,injected,14
592,gained,7
593,contrary,27
594,cut,8
595,occurring,47
596,getting,8
597,dressed,5
598,starting,18
599,lehtole,2
600,living,17
601,led,50
602,reporting,49
603,tripping,1
604,davis,4
605,fewer,5
606,assuming,21
607,argue,19
608,influence,36
609,vivo,15
610,supported,76
611,latter,5
612,accompanied,21
613,producing,23
614,slips,1
615,stored,25
616,rolled,1
617,characterized,53
618,rolling,7
619,elispot,1
620,evaluate,8
621,evaluated,87
622,yield,24
623,allow,23
624,diffuse,5
625,growing,33
626,creating,9
627,deposition,1
628,grown,13
629,values,65
630,mentioned,80
631,wetting,7
632,initiated,17
633,apolipoprotein,3
634,differed,76
635,dealing,14
636,whereas,68
637,allele,6
638,stimulating,20
639,roberts,7
640,whitmarsh,1
641,nontransformed,1
642,means,48
643,compete,5
644,zhou,1
645,understanding,16
646,foi,1
647,concentrações,2
648,creatinina,1
649,seems,181
650,majorana,1
651,put,21
652,flux,3
653,plane,1
654,respect,37
655,ampicillin,4
656,isolates,23
657,decreasing,53
658,processes,47
659,carrying,27
660,studying,37
661,sewage,1
662,receiving,29
663,resistant,3
664,polished,1
665,crude,10
666,coli,3
667,rao,2
668,harbouring,2
669,sizes,15
670,encoding,44
671,fused,3
672,inhibit,18
673,abrogated,9
674,stopped,3
675,smoked,4
676,continue,7
677,preferred,15
678,figure,40
679,surface,18
680,bet,2
681,submicron,1
682,prepared,21
683,complexing,1
684,sem,1
685,agglomerated,1
686,processing,36
687,leads,58
688,promotes,24
689,grain,15
690,aligned,4
691,provides,48
692,interlocking,1
693,exhibited,65
694,concerning,70
695,testing,35
696,corresponded,13
697,visualized,2
698,noted,148
699,aged,66
700,report,38
701,spinach,5
702,determine,18
703,proved,24
704,diarrhea,5
705,grapevine,2
706,existed,6
707,loess,2
708,poland,6
709,lasted,14
710,held,20
711,knee,5
712,lead,53
713,assessing,32
714,set,64
715,picture,5
716,conceptualized,6
717,setting,32
718,stands,38
719,waning,4
720,pictures,4
721,butler,4
722,humphrey,4
723,informed,3
724,andreoni,1
725,dropping,6
726,illustrate,5
727,moving,4
728,bold,1
729,raynor,1
730,pietropaolo,1
731,extending,15
732,washing,5
733,marinated,1
734,suspect,5
735,cued,6
736,encoded,3
737,park,1
738,failed,101
739,prompted,1
740,bleaching,3
741,telemonitoring,3
742,analysed,31
743,kda,7
744,proteins,44
745,seconds,14
746,koreans,1
747,increases,50
748,protonated,4
749,assigned,17
750,ring,13
751,assume,12
752,rocking,2
753,originates,2
754,fxii,1
755,conclusion,4
756,clotting,3
757,viii,1
758,gubbay,1
759,stubbs,1
760,favoured,1
761,impact,15
762,coexist,1
763,pig,11
764,lithuania,1
765,cysts,4
766,sheep,12
767,slovakia,3
768,kedra,1
769,alloys,9
770,abbreviated,4
771,boyer,8
772,polidora,4
773,stand,16
774,learning,71
775,bordow,4
776,schizophrenia,10
777,acquired,20
778,syndrome,4
779,presenting,17
780,speculated,12
781,xue,4
782,naito,4
783,light,7
784,arises,8
785,lowering,10
786,fell,19
787,shortening,9
788,prevalence,14
789,mean,80
790,visit,2
791,antonioli,1
792,drowned,1
793,linked,72
794,relatados,2
795,barra,2
796,pesquisadores,2
797,frequências,2
798,superiores,2
799,gerais,6
800,galinhas,2
801,nem,2
802,propriedades,2
803,pode,2
804,embedding,11
805,scattering,32
806,buffer,7
807,embedded,7
808,oltner,1
809,qualified,1
810,allowing,21
811,applied,75
812,mamede,1
813,oppose,5
814,mast,3
815,lymphocytes,13
816,kumar,3
817,roelof,1
818,brought,5
819,titheridge,1
820,ref,39
821,metastases,15
822,influencing,20
823,ranges,38
824,happened,3
825,occur,66
826,burn,3
827,relation,11
828,exhibiting,17
829,subgroup,8
830,sexes,13
831,establish,38
832,hdl,7
833,moderate,14
834,transistor,2
835,calling,9
836,exists,17
837,doping,25
838,know,36
839,consist,5
840,mixture,3
841,achieve,17
842,decrease,29
843,differs,9
844,illustrating,7
845,determining,13
846,spectra,6
847,exposures,5
848,japan,19
849,sli,1
850,bawo,4
851,dissimilar,2
852,delayed,11
853,achieving,11
854,concluded,101
855,shaw,2
856,follow,17
857,demonstrate,45
858,compensated,11
859,vanished,1
860,missing,10
861,participate,11
862,diffi,2
863,underestimates,1
864,discrepancies,2
865,annealing,8
866,poly,2
867,melting,3
868,diagnosed,24
869,reflecting,23
870,gev,8
871,çekiç,1
872,µmol,1
873,extracts,21
874,iron,7
875,kamp,3
876,egf,9
877,factor,5
878,regulates,29
879,ruling,5
880,obscured,4
881,invariant,2
882,brane,2
883,pbb,1
884,absent,5
885,theorems,1
886,apply,14
887,localised,1
888,priori,4
889,probe,8
890,applying,18
891,happens,6
892,factorization,2
893,happen,4
894,owing,14
895,distance,2
896,bursts,1
897,eddington,1
898,overestimated,4
899,lambed,1
900,differing,35
901,lambing,4
902,dixon,8
903,influenced,58
904,suc,2
905,indicated,120
906,interacted,11
907,uptake,9
908,vicia,2
909,disappear,11
910,hcv,5
911,cooling,13
912,pumping,7
913,scattered,2
914,represents,25
915,uninfected,1
916,labiata,1
917,administered,50
918,selected,40
919,reflected,22
920,pasting,1
921,knockdown,6
922,contradict,62
923,trafficking,11
924,contrasts,76
925,kurten,5
926,turnover,6
927,haft,5
928,stroke,28
929,tight,1
930,leak,3
931,seemed,23
932,implying,13
933,discarded,1
934,combined,54
935,broader,2
936,relative,19
937,stem,4
938,working,46
939,sustained,10
940,sheline,2
941,aberrant,1
942,rest,8
943,mdd,1
944,staining,37
945,inhibition,2
946,direct,5
947,anterograde,2
948,slowed,1
949,restores,1
950,sites,41
951,expressing,28
952,rock,1
953,cryptosporidium,1
954,xiao,3
955,oocysts,2
956,likewise,4
957,rotterdam,1
958,dose,10
959,hirai,1
960,ptlmediated,1
961,niche,2
962,explains,9
963,rads,1
964,failing,2
965,question,6
966,dwelling,1
967,converted,5
968,detached,2
969,heated,3
970,targeted,7
971,developing,62
972,colombia,5
973,aided,2
974,lived,5
975,iweins,2
976,connected,16
977,radl,2
978,fail,15
979,competing,15
980,secreted,7
981,versus,5
982,taken,89
983,behave,7
984,hepatocytes,2
985,raise,12
986,expression,21
987,spawning,15
988,ayu,4
989,transcript,6
990,rainbow,5
991,enzymes,8
992,substrate,13
993,striking,11
994,reviewed,22
995,aims,4
996,phonemes,3
997,listening,8
998,trapped,4
999,volts,2
1000,pic,2
1001,integrated,10
1002,collected,57
1003,experiments,10
1004,present,42
1005,microseconds,1
1006,discharge,6
1007,mink,2
1008,represent,19
1009,raised,19
1010,electrocauterization,1
1011,diseased,5
1012,lying,5
1013,plate,4
1014,located,65
1015,simulating,2
1016,controlling,34
1017,petry,2
1018,kivimakl,2
1019,vary,38
1020,simon,2
1021,oxldl,2
1022,pgf,2
1023,lpc,2
1024,mediated,27
1025,attenuated,14
1026,behaves,2
1027,scavenging,4
1028,participated,7
1029,filling,8
1030,skarn,1
1031,dispersed,9
1032,gangue,1
1033,get,8
1034,marked,33
1035,stated,41
1036,prevailed,3
1037,impacted,9
1038,help,11
1039,draw,5
1040,measuring,10
1041,wtp,2
1042,ribosomes,2
1043,possessed,3
1044,appeared,42
1045,vsmcs,2
1046,sensed,1
1047,sensing,14
1048,transducing,2
1049,defects,2
1050,displays,4
1051,reserve,1
1052,inform,3
1053,ongoing,8
1054,hlhs,4
1055,excluding,16
1056,calgranulins,1
1057,pneumonia,3
1058,form,22
1059,fungi,4
1060,tracts,1
1061,bachelor,1
1062,capturing,1
1063,collared,1
1064,reflection,2
1065,educated,4
1066,comprising,5
1067,kahya,1
1068,relied,6
1069,yassa,2
1070,fgas,2
1071,glazer,2
1072,females,11
1073,obtaining,12
1074,wetted,3
1075,soinewhat,2
1076,rats,23
1077,exit,1
1078,ascertained,5
1079,resides,3
1080,odd,1
1081,angiogram,1
1082,exudative,1
1083,warp,1
1084,warping,1
1085,verify,2
1086,least,17
1087,combining,16
1088,agrees,19
1089,methyl,2
1090,participating,8
1091,metalbased,1
1092,cvrf,2
1093,ethnicity,3
1094,red,11
1095,severaland,4
1096,width,5
1097,reaches,17
1098,unclear,3
1099,detailed,11
1100,buczma,1
1101,bortolotti,1
1102,knorr,1
1103,deptuła,4
1104,winnicka,1
1105,hewitt,1
1106,rabbits,13
1107,turn,18
1108,blood,10
1109,differentiated,19
1110,goes,15
1111,observing,15
1112,superconducting,11
1113,holes,1
1114,originating,5
1115,polymer,3
1116,ended,1
1117,card,1
1118,declining,5
1119,predicted,83
1120,rutile,1
1121,supposed,7
1122,ruled,18
1123,interfering,1
1124,wiedmann,1
1125,comprised,8
1126,varied,39
1127,mathews,2
1128,immunodeficiency,2
1129,radiography,1
1130,sinuses,1
1131,turbinates,3
1132,meler,2
1133,gives,32
1134,septum,2
1135,allows,13
1136,distinguishes,2
1137,thickening,6
1138,experimental,4
1139,huennekens,1
1140,alternating,5
1141,decreases,54
1142,sensitive,5
1143,completed,14
1144,jamshidnezhad,7
1145,shi,4
1146,overcome,14
1147,inset,3
1148,inhibitor,1
1149,uses,13
1150,coupled,27
1151,diabetes,76
1152,eating,13
1153,evidenced,29
1154,multivariate,6
1155,duarte,1
1156,tumor,11
1157,lymphonodes,1
1158,mathias,1
1159,absence,8
1160,listed,4
1161,quoted,13
1162,surprising,17
1163,moist,2
1164,decomposed,2
1165,fragmented,3
1166,reduces,9
1167,modified,49
1168,adopted,29
1169,porche,1
1170,centralized,1
1171,level,24
1172,issuing,2
1173,balance,3
1174,suffered,12
1175,produce,47
1176,adult,25
1177,control,28
1178,inbreeding,4
1179,maintained,28
1180,reservoir,1
1181,rbcs,1
1182,whole,5
1183,depends,34
1184,generate,17
1185,force,3
1186,pmn,1
1187,classified,26
1188,consisted,6
1189,altitude,7
1190,utilized,3
1191,larva,1
1192,ils,1
1193,worsen,1
1194,makes,40
1195,mancini,1
1196,kinetics,1
1197,include,71
1198,wondafrash,1
1199,doped,5
1200,cuo,8
1201,oxygen,12
1202,doubling,4
1203,probing,2
1204,consistent,10
1205,separated,12
1206,hard,1
1207,novelty,1
1208,aiming,4
1209,modelling,7
1210,degradates,2
1211,barcelo,2
1212,isolated,48
1213,hydrogen,4
1214,atoms,1
1215,packing,5
1216,dif,1
1217,khz,1
1218,dissolved,18
1219,reprecipitated,1
1220,scores,24
1221,runs,15
1222,improve,56
1223,pendall,3
1224,overwintering,3
1225,arabidopsis,2
1226,hypothesized,9
1227,buried,4
1228,sampling,54
1229,carbohydrates,8
1230,accumulate,10
1231,higher,5
1232,fat,7
1233,rhizome,2
1234,birgelen,2
1235,affirm,3
1236,behaviour,12
1237,point,15
1238,hofstede,1
1239,maintain,9
1240,becomes,14
1241,interconnecting,2
1242,log,8
1243,qfm,1
1244,half,1
1245,submitted,28
1246,breeding,27
1247,saliva,7
1248,estrus,17
1249,fluctuates,1
1250,crossbred,15
1251,thailand,2
1252,diestrus,6
1253,india,20
1254,cows,10
1255,cidr,2
1256,ethiopia,1
1257,bangladesh,2
1258,pakistan,1
1259,anestrus,2
1260,reflects,39
1261,matured,5
1262,breed,17
1263,milk,2
1264,usa,8
1265,estradiol,4
1266,indonesia,4
1267,cycling,20
1268,calves,2
1269,bunaji,1
1270,said,19
1271,gress,2
1272,reactive,5
1273,calport,1
1274,cited,52
1275,sigloch,1
1276,collided,1
1277,dipping,3
1278,lag,1
1279,advanced,20
1280,entails,1
1281,realistic,1
1282,vogler,1
1283,land,8
1284,kain,2
1285,explaining,23
1286,sorting,7
1287,existing,37
1288,requires,28
1289,tempted,1
1290,employ,7
1291,swelling,9
1292,demand,3
1293,curves,2
1294,roasted,1
1295,consumes,1
1296,shimada,1
1297,beginning,18
1298,wang,15
1299,radius,1
1300,blocked,12
1301,concludes,2
1302,targeting,16
1303,worsened,2
1304,note,52
1305,mild,9
1306,caretta,5
1307,spirorchiidae,4
1308,inhaled,2
1309,grinding,3
1310,need,72
1311,page,3
1312,controlled,34
1313,zrc,2
1314,carbon,2
1315,target,7
1316,enables,1
1317,precipitates,10
1318,imparted,1
1319,retained,25
1320,labeled,8
1321,eurofer,2
1322,hkl,1
1323,ecap,1
1324,affording,5
1325,involves,16
1326,corroborated,18
1327,cellulose,5
1328,principal,1
1329,refs,10
1330,follows,12
1331,adipocytes,4
1332,added,30
1333,starch,4
1334,improving,18
1335,lignin,2
1336,classes,1
1337,done,48
1338,contrasted,23
1339,multilocularis,1
1340,granulosus,1
1341,noncoding,1
1342,weighs,1
1343,passing,1
1344,interactions,3
1345,represses,4
1346,take,33
1347,parsing,5
1348,arguing,8
1349,perceived,48
1350,use,99
1351,complex,3
1352,rankin,2
1353,pronounced,17
1354,departs,5
1355,descend,4
1356,coset,4
1357,toyoda,1
1358,recognize,6
1359,antigens,10
1360,cmv,2
1361,episodes,3
1362,hgec,1
1363,mves,1
1364,mangroves,3
1365,perry,3
1366,bell,2
1367,surrounding,19
1368,depend,18
1369,bap,1
1370,comparison,36
1371,representing,18
1372,performing,5
1373,bleeding,7
1374,elevated,50
1375,diminished,17
1376,harrington,1
1377,met,19
1378,blurred,3
1379,enclosed,3
1380,tethered,1
1381,peterson,1
1382,adults,1
1383,overcoming,1
1384,meaning,9
1385,potential,2
1386,pouplier,1
1387,english,1
1388,explanabrought,1
1389,authenticated,1
1390,coarticulatory,1
1391,onset,35
1392,recognition,9
1393,schaefer,5
1394,forming,14
1395,dangling,2
1396,exc,1
1397,annealed,5
1398,resolved,17
1399,conjecture,7
1400,subset,13
1401,resolve,13
1402,aai,1
1403,binder,1
1404,vegrandis,3
1405,pcr,2
1406,emerged,11
1407,graffunder,2
1408,mrsa,8
1409,subanalysis,4
1410,takes,29
1411,work,49
1412,came,10
1413,brazil,51
1414,adjust,7
1415,europe,23
1416,estrogen,4
1417,describe,7
1418,nouns,1
1419,campodonico,1
1420,boo,1
1421,decompensated,1
1422,recommend,8
1423,epidemiology,2
1424,routine,2
1425,implemented,5
1426,screening,43
1427,recommended,32
1428,telling,1
1429,preclude,5
1430,cultivars,2
1431,pinto,4
1432,exception,7
1433,bit,2
1434,highlighting,11
1435,çanakçi,1
1436,reciprocating,2
1437,blackberry,3
1438,analyzing,11
1439,wasreported,1
1440,continues,5
1441,includes,18
1442,casting,1
1443,experiment,13
1444,depended,8
1445,escherichia,1
1446,supports,12
1447,tcc,1
1448,correct,9
1449,modify,6
1450,facilitating,10
1451,organized,6
1452,overprinting,3
1453,muzzle,1
1454,inoculated,15
1455,ciência,1
1456,die,5
1457,pointed,39
1458,released,29
1459,bound,7
1460,mapping,7
1461,gaba,1
1462,enhance,11
1463,switch,1
1464,block,5
1465,institutionalized,1
1466,cop,4
1467,toc,1
1468,degraded,19
1469,adjusted,16
1470,layer,5
1471,csi,1
1472,shattering,1
1473,dinneny,1
1474,segregating,6
1475,akt,2
1476,myoblasts,1
1477,citing,1
1478,neuroimaging,2
1479,poorer,7
1480,mci,1
1481,frequency,9
1482,predominated,7
1483,reproduce,5
1484,localized,31
1485,diff,2
1486,type,23
1487,lives,2
1488,noteworthy,3
1489,spreaded,3
1490,generalized,16
1491,spreading,14
1492,dominance,1
1493,heading,3
1494,inbred,6
1495,hesdorffer,2
1496,switzerland,4
1497,attended,9
1498,impaired,16
1499,amount,11
1500,surveyed,13
1501,epilepsy,1
1502,sheremata,1
1503,progressed,3
1504,elucidate,2
1505,contribute,40
1506,chf,1
1507,weakens,2
1508,exceeds,8
1509,accomplished,6
1510,amounted,2
1511,hippocampus,15
1512,replicated,14
1513,alderete,2
1514,attaching,2
1515,laminin,2
1516,braks,3
1517,contaminated,10
1518,teaching,17
1519,referred,20
1520,clean,1
1521,dropped,6
1522,song,1
1523,sharing,13
1524,sitting,12
1525,curve,17
1526,fev,3
1527,reaching,11
1528,evaluation,6
1529,attending,20
1530,pylori,2
1531,freezing,7
1532,leukocytes,4
1533,corresponds,9
1534,isoquinoline,1
1535,compounds,19
1536,times,4
1537,nasal,4
1538,rang,3
1539,nose,1
1540,picking,2
1541,colonization,2
1542,serve,8
1543,transmission,1
1544,hospitalized,18
1545,severity,5
1546,sid,1
1547,shifting,1
1548,mets,1
1549,corroborating,13
1550,blended,1
1551,worldsafe,1
1552,adjusting,10
1553,hypofunctioning,1
1554,imaging,3
1555,functioning,17
1556,reverse,5
1557,bug,1
1558,vacilated,1
1559,ene,1
1560,lymph,3
1561,muscle,5
1562,trained,18
1563,challenge,13
1564,asct,1
1565,cohort,10
1566,compliant,1
1567,lps,11
1568,browning,1
1569,involve,15
1570,experienced,24
1571,strengthens,2
1572,sweden,4
1573,tumours,1
1574,rflp,1
1575,yoshida,1
1576,kawashima,1
1577,grade,6
1578,occupied,7
1579,registered,25
1580,estimates,15
1581,coon,3
1582,filho,5
1583,fuente,3
1584,nausea,1
1585,vomiting,2
1586,leukocytosis,1
1587,appendicitis,5
1588,phlebitis,4
1589,passed,1
1590,lends,5
1591,prediction,6
1592,stop,4
1593,cracked,4
1594,eggshell,4
1595,fernandes,2
1596,calcium,6
1597,stimulate,5
1598,arruda,1
1599,causing,15
1600,subject,2
1601,phrased,1
1602,kruglanski,1
1603,plr,8
1604,cardiovascular,3
1605,min,7
1606,implies,7
1607,aber,1
1608,endosome,1
1609,inherited,3
1610,contains,17
1611,splicing,7
1612,microinjected,1
1613,speckles,1
1614,rhoaexpressing,1
1615,transfected,9
1616,altering,3
1617,abolished,8
1618,releasing,6
1619,promote,14
1620,ros,4
1621,transported,2
1622,substituted,2
1623,fitting,6
1624,chau,4
1625,uncoated,2
1626,grained,2
1627,aggregate,6
1628,coating,11
1629,leue,4
1630,pwi,1
1631,cranberry,1
1632,serres,1
1633,gus,1
1634,return,10
1635,trapping,1
1636,ashe,1
1637,rapid,2
1638,stimulated,39
1639,acid,14
1640,marshall,6
1641,chung,1
1642,distributed,16
1643,tachyzoites,2
1644,detecting,23
1645,alleviate,2
1646,reinforced,3
1647,xanthophyllomyces,1
1648,sense,6
1649,belonging,32
1650,wonder,4
1651,ivus,2
1652,guided,7
1653,profiles,4
1654,closed,14
1655,melt,4
1656,shortwave,3
1657,ligand,4
1658,pmns,1
1659,severing,2
1660,creates,2
1661,unmasked,1
1662,nucleating,2
1663,lind,2
1664,howard,1
1665,confused,4
1666,nuclei,1
1667,subgenus,3
1668,kajon,2
1669,wadell,2
1670,chen,20
1671,lrti,4
1672,farng,3
1673,argentina,13
1674,prevalent,6
1675,gomez,2
1676,elicited,9
1677,schenckii,2
1678,filament,2
1679,lobsanov,2
1680,wall,4
1681,population,8
1682,dividing,3
1683,sifontes,1
1684,east,2
1685,conflict,31
1686,degrade,8
1687,simões,1
1688,pyg,1
1689,lpa,2
1690,donovani,1
1691,origins,3
1692,detection,3
1693,yielded,13
1694,riechmann,1
1695,brasília,2
1696,spotted,2
1697,bellii,1
1698,infecting,4
1699,labruna,1
1700,parasitized,5
